State ,Districts,District Population,State Population,Dist Area,State Area,Density,Sex ratio,Literacy rate State,Crime rate 2018,Crime rate 2019,Crime rate 2020,Crime rate 2021,Overall Crime rate,Total Crime ,MURDER,ATTEMPT TO MURDER,RAPE,OTHER RAPE,Kidnapping,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES, IPC CRIMES
ODISHA,BALASORE,2317419,46276000,3634,155707,609,979,154,247,278,295,339,1159,518583,19,6,6,6,38,9,5,22,90,20,70,1,1,1,1,1,45,1,1,229
ODISHA,CUTTACK,2618708,46276000,3932,155707,666,979,154,247,278,295,339,1159,518583,44,11,32,32,36,8,7,13,66,25,41,1,9,14,2,14,25,1,1,116
ODISHA,DEBAGARH,312164,46276000,2781,155707,106,979,154,247,278,295,339,1159,518583,31,8,58,58,36,7,25,84,208,37,171,1,26,61,5,32,62,1,13,212
ODISHA,DHENKANAL,1192948,46276000,4452,155707,268,979,154,247,278,295,339,1159,518583,16,13,28,28,13,7,5,11,32,3,29,1,5,11,3,2,12,1,1,64
ODISHA,GANJAM,3529031,46276000,8206,155707,430,979,154,247,278,295,339,1159,518583,11,3,32,32,14,3,1,3,70,21,49,1,1,8,1,10,9,1,2,66
ODISHA,GAJAPATI,575880,46276000,3850,155707,133,979,154,247,278,295,339,1159,518583,12,13,42,42,5,1,2,195,288,1,288,1,8,28,4,2,51,1,8,187
ODISHA,JHARSUGUDA,579499,46276000,2081,155707,274,979,154,247,278,295,339,1159,518583,5,1,12,12,3,1,1,44,104,6,98,1,1,5,1,1,11,1,1,22
ODISHA,JAJPUR,1826275,46276000,2888,155707,630,979,154,247,278,295,339,1159,518583,4,1,9,9,3,1,1,18,61,9,52,1,4,5,1,5,10,1,1,45
ODISHA,JAGATSINGHPUR,1136604,46276000,1759,155707,681,979,154,247,278,295,339,1159,518583,3,1,7,7,3,1,1,14,31,4,27,1,1,1,2,1,9,1,1,15
ODISHA,KHORDHA,2251673,46276000,2813,155707,800,979,154,247,278,295,339,1159,518583,1,6,16,16,3,1,1,43,41,3,38,1,1,3,1,1,5,1,1,22
ODISHA,KENDUJHAR,1802777,46276000,8240,155707,217,979,154,247,278,295,339,1159,518583,3,1,10,10,3,1,1,16,23,1,22,1,1,1,1,1,8,1,1,13
ODISHA,KALAHANDI,1573054,46276000,7920,155707,199,979,154,247,278,295,339,1159,518583,1,1,1,1,3,1,1,12,25,1,24,1,1,1,1,4,3,1,1,13
ODISHA,KANDHAMAL,731952,46276000,8021,155707,91,979,154,247,278,295,339,1159,518583,3,1,7,7,3,1,1,5,32,1,32,1,1,1,1,1,6,1,1,19
ODISHA,KORAPUT,1376934,46276000,8807,155707,156,979,154,247,278,295,339,1159,518583,26,8,9,9,32,1,36,19,202,3,199,3,11,20,3,2,9,1,1,132
ODISHA,KENDRAPARA,1439891,46276000,2644,155707,545,979,154,247,278,295,339,1159,518583,4,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
ODISHA,MALKANGIRI,612727,46276000,5791,155707,106,979,154,247,278,295,339,1159,518583,11,10,1,1,7,1,9,15,72,44,28,1,5,10,1,1,2,1,1,37
ODISHA,MAYURBHANJ,2513895,46276000,10418,155707,241,979,154,247,278,295,339,1159,518583,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9
ODISHA,NABARANGPUR,1218762,46276000,5294,155707,230,979,154,247,278,295,339,1159,518583,5,6,3,3,3,1,1,7,11,4,7,1,1,2,1,1,2,1,1,12
ODISHA,NUAPADA,606490,46276000,3408,155707,157,979,154,247,278,295,339,1159,518583,6,3,3,3,8,1,4,1,19,1,18,1,2,1,1,2,3,1,1,15
ODISHA,NAYAGARH,962215,46276000,3890,155707,247,979,154,247,278,295,339,1159,518583,5,1,1,1,3,1,1,4,9,3,6,1,1,1,1,1,2,1,1,4
ODISHA,PURI,1697983,46276000,3051,155707,488,979,154,247,278,295,339,1159,518583,2,2,1,1,3,1,1,5,11,1,10,1,1,1,1,2,2,1,1,11
ODISHA,RAYAGADA,961959,46276000,7585,155707,136,979,154,247,278,295,339,1159,518583,4,2,1,1,3,1,1,4,12,1,12,1,2,3,1,1,1,1,1,10
ODISHA,SAMBALPUR,1044410,46276000,6702,155707,158,979,154,247,278,295,339,1159,518583,1,4,2,2,3,1,1,1,28,7,21,1,1,1,1,1,6,1,1,17
ODISHA,SUBARNAPUR,652107,46276000,2284,155707,279,979,154,247,278,295,339,1159,518583,10,3,1,1,7,1,2,11,14,1,13,1,1,1,1,1,3,1,1,18
ODISHA,SUNDARGARH,2080664,46276000,9712,155707,214,979,154,247,278,295,339,1159,518583,65,63,63,63,118,16,104,161,535,151,384,187,5,61,1,15,27,20,76,1863
PUNJAB,AMRITSAR,2490891,30730000,2673,50362,932,895,167,237,243,275,242,997,299629,75,51,87,87,280,26,62,234,434,130,304,65,8,122,1,19,1720,43,307,597
PUNJAB,BARNALA,596294,30730000,1423,50362,419,895,167,237,243,275,242,997,299629,33,90,35,35,72,14,68,93,176,33,143,149,15,34,1,23,72,3,96,525
PUNJAB,BATHINDA,1388859,30730000,3355,50362,414,895,167,237,243,275,242,997,299629,30,119,18,18,48,15,62,94,291,160,131,33,11,98,1,7,90,10,119,641
PUNJAB,FIROZPUR,2026831,30730000,5334,50362,380,895,167,237,243,275,242,997,299629,39,55,54,54,144,10,17,81,174,51,123,20,18,87,1,15,38,20,155,1585
PUNJAB,FARIDKOT,618008,30730000,1472,50362,424,895,167,237,243,275,242,997,299629,44,71,51,51,84,20,45,125,202,50,152,109,1,59,1,32,1,7,40,937
PUNJAB,FATEHGARH SAHIB,599814,30730000,1180,50362,508,895,167,237,243,275,242,997,299629,18,17,10,10,20,1,3,36,53,8,45,39,1,12,1,8,229,1,24,98
PUNJAB,FAZILKA[A],1180483,30730000,3113,50362,379,895,167,237,243,275,242,997,299629,48,22,43,43,126,3,69,136,222,59,163,78,5,33,1,18,1,27,147,1578
PUNJAB,GURDASPUR,2299026,30730000,3542,50362,649,895,167,237,243,275,242,997,299629,46,72,56,56,182,19,81,292,1376,768,608,64,13,172,5,12,726,24,91,1530
PUNJAB,HOSHIARPUR,1582793,30730000,3397,50362,466,895,167,237,243,275,242,997,299629,36,22,28,28,88,15,57,140,577,297,280,32,8,80,1,3,1,14,134,1279
PUNJAB,JALANDHAR,2181753,30730000,2625,50362,831,895,167,237,243,275,242,997,299629,23,16,17,17,14,23,14,18,23,5,18,10,1,4,1,2,224,2,9,13
PUNJAB,KAPURTHALA,817668,30730000,1646,50362,501,895,167,237,243,275,242,997,299629,47,109,29,29,82,11,76,66,269,64,205,119,13,40,1,24,35,23,33,613
