State ,Districts,District Population,State Population,Dist Area,State Area,Density,Sex ratio,Literacy rate State,Crime rate 2018,Crime rate 2019,Crime rate 2020,Crime rate 2021,Overall Crime rate,Total Crime ,MURDER,ATTEMPT TO MURDER,RAPE,OTHER RAPE,Kidnapping,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES, IPC CRIMES
ANDHRA PRADESH,ALLURI SITHARAMA RAJU,954000,53156000,12251,162975,78,993,133,278,279,453,420,1430,750758,81,80,88,88,164,2,14,240,373,104,269,56,25,216,3,35,2172,7,498,1079
ANDHRA PRADESH,ANAKAPALLI,1727000,53156000,4292,162975,402,993,133,278,279,453,420,1430,750758,173,123,18,18,148,14,6,211,581,155,426,41,12,168,3,24,2018,19,130,1043
ANDHRA PRADESH,ANANTHAPURAMU,2241100,53156000,10205,162975,220,993,133,278,279,453,420,1430,750758,91,75,28,28,112,3,10,136,501,208,293,32,9,217,4,27,622,33,339,1398
ANDHRA PRADESH,ANNAMAYYA,1697300,53156000,7954,162975,213,993,133,278,279,453,420,1430,750758,118,96,26,26,152,4,9,136,513,154,359,114,76,332,1,6,2355,13,120,1360
ANDHRA PRADESH,BAPATLA,1587000,53156000,3829,162975,414,993,133,278,279,453,420,1430,750758,198,113,75,75,316,14,86,1101,4461,1887,2574,28,168,1762,8,48,4013,45,976,3155
ANDHRA PRADESH,CHITTOOR,1873000,53156000,6855,162975,273,993,133,278,279,453,420,1430,750758,70,94,71,71,108,1,16,345,861,281,580,31,82,204,16,38,2222,17,536,1317
ANDHRA PRADESH,DR. B.R. AMBEDKAR KONASEEMA,1719100,53156000,2083,162975,825,993,133,278,279,453,420,1430,750758,7,1,1,1,3,1,3,1,268,1,268,1,1,1,13,1,11,1,2,24
ANDHRA PRADESH,EAST GODAVARI,1832300,53156000,2561,162975,715,993,133,278,279,453,420,1430,750758,96,68,23,23,126,1,6,146,708,176,532,31,25,261,25,33,2309,21,656,2103
ANDHRA PRADESH,ELURU,2071700,53156000,6679,162975,310,993,133,278,279,453,420,1430,750758,56,53,24,24,84,2,29,155,904,409,495,11,16,294,7,15,1072,9,687,912
ANDHRA PRADESH,GUNTUR,2091000,53156000,2443,162975,856,993,133,278,279,453,420,1430,750758,102,166,74,74,176,12,57,647,3694,1370,2324,354,71,2131,25,101,3381,23,1339,2932
ANDHRA PRADESH,KAKINADA,2092300,53156000,3019,162975,693,993,133,278,279,453,420,1430,750758,128,112,40,40,282,4,25,326,860,228,632,112,65,678,3,63,2636,46,759,1952
ANDHRA PRADESH,KRISHNA,1735000,53156000,3775,162975,460,993,133,278,279,453,420,1430,750758,130,110,78,78,146,5,14,284,528,157,371,150,22,251,9,33,1956,13,231,1195
ANDHRA PRADESH,KURNOOL,2271700,53156000,7980,162975,285,993,133,278,279,453,420,1430,750758,78,53,67,67,134,2,9,263,673,139,534,26,54,218,7,52,2601,16,791,1168
ANDHRA PRADESH,NANDYAL,1781800,53156000,9682,162975,184,993,133,278,279,453,420,1430,750758,111,143,22,22,116,3,18,246,518,4,514,71,13,329,5,34,2382,15,166,1594
ANDHRA PRADESH,NELLORE,2469700,53156000,10441,162975,236,993,133,278,279,453,420,1430,750758,182,90,56,56,152,3,16,235,961,9,952,58,24,189,4,38,1870,27,204,1442
ANDHRA PRADESH,NTR,2218000,53156000,3316,162975,669,993,133,278,279,453,420,1430,750758,113,43,26,26,108,6,17,409,693,158,535,130,21,324,2,52,1674,20,475,1198
ANDHRA PRADESH,PALNADU,2042000,53156000,7298,162975,280,993,133,278,279,453,420,1430,750758,86,88,52,52,178,9,20,323,802,191,611,115,44,400,5,70,2995,20,302,2198
ANDHRA PRADESH,PARVATHIPURAM MANYAM,925300,53156000,3659,162975,253,993,133,278,279,453,420,1430,750758,94,86,23,23,180,5,42,292,833,255,578,22,107,163,5,45,2550,9,405,1240
ANDHRA PRADESH,PRAKASAM,2288000,53156000,14322,162975,160,993,133,278,279,453,420,1430,750758,113,48,35,35,76,4,15,345,613,178,435,66,33,297,3,47,1332,19,596,1280
ANDHRA PRADESH,SRIKAKULAM,2191471,53156000,4591,162975,477,993,133,278,279,453,420,1430,750758,108,117,37,37,168,2,27,258,674,230,444,41,68,362,9,19,2523,16,263,1311
ANDHRA PRADESH,SRI SATHYA SAI,1840000,53156000,8925,162975,206,993,133,278,279,453,420,1430,750758,23,25,13,13,18,1,7,120,337,99,238,1,34,93,1,5,734,3,183,280
ANDHRA PRADESH,TIRUPATI,2197000,53156000,8231,162975,242,993,133,278,279,453,420,1430,750758,72,27,27,27,44,5,11,148,175,33,142,22,5,79,1,26,600,16,152,423
ANDHRA PRADESH,VISAKHAPATNAM,1959500,53156000,1048,162975,1870,993,133,278,279,453,420,1430,750758,4,1,2,2,3,1,3,1,787,1,787,1,1,4,13,1,9,1,1,80
ANDHRA PRADESH,VIZIANAGARAM,1930800,53156000,4122,162975,468,993,133,278,279,453,420,1430,750758,35,40,39,39,37,1,9,112,179,7,172,9,14,107,1,21,1511,3,312,949
ANDHRA PRADESH,WEST GODAVARI,1780000,53156000,2178,162975,817,993,133,278,279,453,420,1430,750758,37,29,12,12,50,1,13,188,630,197,433,22,7,172,2,6,672,6,96,461
ANDHRA PRADESH,YSR KADAPA,2060700,53156000,11228,162975,184,993,133,278,279,453,420,1430,750758,42,56,47,47,132,1,60,221,1385,567,818,16,123,416,6,33,1961,16,1136,1084
ARUNACHAL PRADESH,ANJAW,21089,1562000,6190,83743,3,938,133,189,191,165,198,742,11236,7,1,1,1,7,3,4,1,597,1,597,1,1,1,50,1,18,1,1,34
ARUNACHAL PRADESH,CHANGLANG,147951,1562000,4662,83743,32,938,133,189,191,165,198,742,11236,67,29,27,27,44,1,3,120,224,76,148,52,16,84,4,13,992,9,134,510
ARUNACHAL PRADESH,EAST KAMENG,78413,1562000,4134,83743,19,938,133,189,191,165,198,742,11236,44,27,50,50,54,14,27,366,1062,301,761,12,68,252,6,10,1207,11,412,601
ARUNACHAL PRADESH,EAST SIANG,99019,1562000,3603,83743,27,938,133,189,191,165,198,742,11236,44,36,44,44,42,2,4,162,263,2,261,1,11,118,1,15,1504,3,363,1396
ARUNACHAL PRADESH,ITANAGAR CAPITAL COMPLEX,122930,1562000,200,83743,615,938,133,189,191,165,198,742,11236,75,47,56,56,132,3,22,262,388,69,319,173,5,197,6,25,1482,20,101,1327
ARUNACHAL PRADESH,KAMLE,22256,1562000,200,83743,111,938,133,189,191,165,198,742,11236,41,17,30,30,82,2,14,193,421,98,323,70,3,281,1,8,1071,9,267,742
ARUNACHAL PRADESH,KRA DAADI,22290,1562000,2202,83743,10,938,133,189,191,165,198,742,11236,91,91,130,130,172,4,52,452,1008,294,714,11,49,403,14,37,2313,19,757,1237
ARUNACHAL PRADESH,KURUNG KUMEY,89717,1562000,6040,83743,15,938,133,189,191,165,198,742,11236,1,1,1,1,3,1,1,3,2,1,2,1,1,1,1,1,3,1,1,5
ARUNACHAL PRADESH,LEPA RADA,20865,1562000,,83743,,938,133,189,191,165,198,742,11236,7,6,6,6,24,2,4,22,31,1,31,4,6,4,1,1,42,1,4,64
ARUNACHAL PRADESH,LOHIT,145538,1562000,2402,83743,61,938,133,189,191,165,198,742,11236,4,1,2,2,10,2,2,8,16,4,12,1,1,1,1,1,13,1,1,14
ARUNACHAL PRADESH,LONGDING,60000,1562000,1200,83743,50,938,133,189,191,165,198,742,11236,1,1,2,2,3,1,1,1,5,1,5,1,2,1,1,1,6,1,1,8
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,53986,1562000,3900,83743,14,938,133,189,191,165,198,742,11236,9,1,6,6,5,2,4,8,9,1,9,1,2,8,1,1,43,1,1,39
ARUNACHAL PRADESH,LOWER SIANG,22630,1562000,,83743,,938,133,189,191,165,198,742,11236,6,1,1,1,6,1,1,11,14,4,10,1,2,1,1,1,30,1,2,21
ARUNACHAL PRADESH,LOWER SUBANSIRI,82839,1562000,3508,83743,24,938,133,189,191,165,198,742,11236,11,4,3,3,24,1,7,28,38,7,31,1,6,5,1,1,20,1,2,61
ARUNACHAL PRADESH,NAMSAI,95950,1562000,1587,83743,60,938,133,189,191,165,198,742,11236,4,5,7,7,40,4,15,30,102,40,62,10,13,40,1,17,62,1,3,148
ARUNACHAL PRADESH,PAKKE-KESSANG,15358,1562000,1932,83743,8,938,133,189,191,165,198,742,11236,6,1,6,6,8,1,1,9,11,5,6,2,5,6,1,2,20,1,1,19
ARUNACHAL PRADESH,PAPUM PARE,176385,1562000,2875,83743,61,938,133,189,191,165,198,742,11236,5,1,6,6,3,2,6,16,46,15,31,1,1,2,1,1,16,1,1,53
ARUNACHAL PRADESH,SHI YOMI,13310,1562000,2875,83743,5,938,133,189,191,165,198,742,11236,1,1,1,1,7,1,1,6,11,1,11,5,2,3,1,1,7,1,3,4
ARUNACHAL PRADESH,SIANG,31920,1562000,2919,83743,11,938,133,189,191,165,198,742,11236,4,1,2,2,9,1,8,18,38,12,26,4,7,2,1,4,54,1,7,54
ARUNACHAL PRADESH,TAWANG,49950,1562000,2085,83743,24,938,133,189,191,165,198,742,11236,4,1,1,1,8,1,7,12,12,3,9,1,5,4,1,3,33,1,2,39
ARUNACHAL PRADESH,TIRAP,111997,1562000,2362,83743,47,938,133,189,191,165,198,742,11236,3,1,4,4,9,1,4,5,19,1,19,1,1,3,1,3,61,1,1,47
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,8004,1562000,9129,83743,1,938,133,189,191,165,198,742,11236,2,1,1,1,3,1,1,8,16,1,16,1,1,1,1,1,2,1,1,12
ARUNACHAL PRADESH,UPPER SIANG,35289,1562000,6188,83743,6,938,133,189,191,165,198,742,11236,6,7,1,1,13,3,5,26,31,5,26,2,2,4,1,1,25,1,1,66
ARUNACHAL PRADESH,UPPER SUBANSIRI,83205,1562000,7032,83743,12,938,133,189,191,165,198,742,11236,1,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,3
ARUNACHAL PRADESH,WEST KAMENG,87013,1562000,7422,83743,12,938,133,189,191,165,198,742,11236,38,7,33,33,124,5,14,22,104,26,78,3,6,14,1,4,66,3,15,233
ARUNACHAL PRADESH,WEST SIANG,112272,1562000,8325,83743,13,938,133,189,191,165,198,742,11236,34,21,98,98,450,18,42,165,214,55,159,314,164,83,1,39,225,5,638,2246
ARUNACHAL PRADESH,KEYI PANYOR,30000,1562000,,83743,,938,133,189,191,165,198,742,11236,1,1,1,1,3,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1
ARUNACHAL PRADESH,BICHOM,9710,1562000,,83743,,938,133,189,191,165,198,742,11236,17,9,50,50,146,9,5,63,147,52,95,54,25,21,4,7,150,6,169,484
ASSAM,BAKSA,953773,35713000,2008,78438,475,958,171,354,386,350,379,1469,508203,1,1,4,4,4,1,1,1,5,1,5,1,3,1,1,1,1,1,1,50
ASSAM,BAJALI,253816,35713000,418,78438,610,958,171,354,386,350,379,1469,508203,72,1,94,94,350,13,13,264,573,198,375,226,51,75,1,18,475,19,551,1942
ASSAM,BARPETA,1693622,35713000,3245,78438,520,958,171,354,386,350,379,1469,508203,40,4,24,24,80,5,6,59,63,18,45,23,12,6,1,29,16,1,78,289
ASSAM,BISWANATH,612491,35713000,1415,78438,430,958,171,354,386,350,379,1469,508203,36,3,88,88,382,9,16,160,160,41,119,48,83,97,1,10,300,9,387,696
ASSAM,BONGAIGAON,732639,35713000,1724,78438,425,958,171,354,386,350,379,1469,508203,24,10,74,74,174,5,15,40,101,29,72,11,13,32,1,7,96,2,82,470
ASSAM,CACHAR,1736319,35713000,3786,78438,459,958,171,354,386,350,379,1469,508203,65,46,159,159,630,12,20,189,254,57,197,572,121,144,9,56,590,13,729,1056
ASSAM,CHARAIDEO,471418,35713000,1069,78438,440,958,171,354,386,350,379,1469,508203,81,33,50,50,268,8,25,117,560,128,432,24,68,33,3,23,256,1,316,1019
ASSAM,CHIRANG,481818,35713000,1975,78438,244,958,171,354,386,350,379,1469,508203,15,1,3,3,8,4,16,8,154,7,147,33,10,46,2,10,3,2,10,162
ASSAM,DARRANG,908090,35713000,1849,78438,491,958,171,354,386,350,379,1469,508203,55,44,65,65,168,20,32,134,293,132,161,108,1,56,1,32,170,3,323,808
ASSAM,DHEMAJI,688077,35713000,3237,78438,213,958,171,354,386,350,379,1469,508203,58,34,60,60,362,8,54,100,231,77,154,16,9,58,4,25,474,1,226,431
ASSAM,DHUBRI,1948632,35713000,2838,78438,687,958,171,354,386,350,379,1469,508203,83,6,78,78,682,14,275,816,2426,870,1556,40,173,330,19,11,320,9,237,3294
ASSAM,DIBRUGARH,1327748,35713000,3381,78438,393,958,171,354,386,350,379,1469,508203,24,13,56,56,192,11,6,33,149,23,126,176,14,40,1,15,51,6,125,423
ASSAM,DIMA HASAO,213529,35713000,4888,78438,44,958,171,354,386,350,379,1469,508203,9,1,3,3,32,1,3,19,36,3,33,3,9,1,1,3,21,1,3,13
ASSAM,GOALPARA,1008959,35713000,1824,78438,553,958,171,354,386,350,379,1469,508203,36,36,42,42,212,3,41,124,435,136,299,11,45,117,2,14,332,1,254,782
ASSAM,GOLAGHAT,1058674,35713000,3502,78438,302,958,171,354,386,350,379,1469,508203,48,11,54,54,242,14,22,125,361,117,244,58,49,61,3,9,173,5,172,3553
ASSAM,HAILAKANDI,659260,35713000,1327,78438,497,958,171,354,386,350,379,1469,508203,35,24,28,28,116,4,5,34,177,63,114,16,15,10,1,7,53,1,30,293
ASSAM,HOJAI,931218,35713000,1686,78438,550,958,171,354,386,350,379,1469,508203,36,22,32,32,171,15,9,122,197,23,174,59,31,29,2,21,106,11,262,1129
ASSAM,JORHAT,1091295,35713000,2851,78438,383,958,171,354,386,350,379,1469,508203,110,42,27,27,180,4,6,77,220,77,143,2818,29,28,1,2350,97,3,84,411
ASSAM,KAMRUP,1517202,35713000,3480,78438,436,958,171,354,386,350,379,1469,508203,37,10,62,62,256,6,15,105,184,48,136,18,10,12,1,1,86,1,19,1117
ASSAM,KAMRUP METROPOLITAN,1260419,35713000,627,78438,2010,958,171,354,386,350,379,1469,508203,20,33,58,58,177,5,13,58,98,33,65,109,18,50,2,3,436,4,115,190
ASSAM,KARBI ANGLONG,965280,35713000,10434,78438,93,958,171,354,386,350,379,1469,508203,15,13,5,5,46,1,1,16,35,1,35,7,2,10,1,4,38,1,1,69
ASSAM,KARIMGANJ,1217002,35713000,1809,78438,673,958,171,354,386,350,379,1469,508203,74,86,173,173,702,39,93,337,540,159,381,184,94,109,2,63,828,10,875,1715
ASSAM,KOKRAJHAR,886999,35713000,3129,78438,283,958,171,354,386,350,379,1469,508203,22,3,34,34,202,7,25,110,177,57,120,27,34,47,1,5,339,3,131,607
ASSAM,LAKHIMPUR,1040644,35713000,2277,78438,457,958,171,354,386,350,379,1469,508203,2,1,1,1,16,2,1,4,4,1,4,1,1,1,1,1,1,1,1,79
ASSAM,MAJULI,167304,35713000,880,78438,300,958,171,354,386,350,379,1469,508203,71,60,78,78,336,5,32,145,427,100,327,24,26,98,3,17,282,5,269,767
ASSAM,MORIGAON,957853,35713000,1704,78438,562,958,171,354,386,350,379,1469,508203,91,41,97,97,482,14,34,220,464,116,348,72,65,46,1,29,341,11,124,1645
ASSAM,NAGAON,2826006,35713000,3831,78438,738,958,171,354,386,350,379,1469,508203,86,32,64,64,320,5,61,128,496,35,461,10,69,32,1,8,202,1,137,915
ASSAM,NALBARI,769919,35713000,1009,78438,763,958,171,354,386,350,379,1469,508203,33,27,23,23,116,2,9,31,109,40,69,13,14,20,1,11,150,8,46,189
ASSAM,SIVASAGAR,1150253,35713000,2668,78438,431,958,171,354,386,350,379,1469,508203,81,107,53,53,244,7,16,39,220,37,183,190,16,34,1,38,514,21,32,906
ASSAM,SONITPUR,1925975,35713000,5324,78438,362,958,171,354,386,350,379,1469,508203,20,72,5,5,52,1,6,29,60,3,57,32,11,16,1,4,375,13,22,136
ASSAM,SOUTH SALMARA-MANKACHAR,555114,35713000,568,78438,980,958,171,354,386,350,379,1469,508203,89,192,22,22,142,32,45,73,330,63,267,320,42,95,1,22,1148,27,110,481
ASSAM,TAMULPUR,389150,35713000,884,78438,440,958,171,354,386,350,379,1469,508203,43,1,11,11,152,2,8,48,126,17,109,150,43,22,1,43,43,9,37,1045
ASSAM,TINSUKIA,1316948,35713000,3790,78438,347,958,171,354,386,350,379,1469,508203,76,35,17,17,104,15,24,45,136,25,111,201,21,39,1,12,787,17,37,173
ASSAM,UDALGURI,832769,35713000,1676,78438,497,958,171,354,386,350,379,1469,508203,120,261,11,11,286,14,53,107,425,125,300,295,21,46,1,29,1469,27,79,521
ASSAM,WEST KARBI ANGLONG,300320,35713000,3035,78438,99,958,171,354,386,350,379,1469,508203,83,150,35,35,332,6,24,136,653,183,470,483,68,115,7,20,2392,28,20,601
BIHAR,ARARIA,2806200,126756000,2829,94163,992,918,140,222,224,211,228,885,282148,48,43,10,10,90,3,16,54,238,95,143,129,31,16,1,28,902,21,42,176
BIHAR,ARWAL,700843,126756000,638,94163,1098,918,140,222,224,211,228,885,282148,99,77,31,31,264,9,51,140,360,140,220,271,52,99,3,14,762,24,119,770
BIHAR,AURANGABAD,2511243,126756000,3303,94163,760,918,140,222,224,211,228,885,282148,71,121,9,9,148,13,21,115,345,86,259,137,12,78,1,18,2188,38,56,465
BIHAR,BANKA,2029339,126756000,3018,94163,672,918,140,222,224,211,228,885,282148,56,110,21,21,178,13,36,107,306,104,202,218,65,81,2,38,345,28,86,886
BIHAR,BEGUSARAI,2954367,126756000,1917,94163,1540,918,140,222,224,211,228,885,282148,78,407,44,44,414,9,46,86,460,166,294,812,148,174,1,25,1894,34,377,1128
BIHAR,BHAGALPUR,3032226,126756000,2569,94163,1180,918,140,222,224,211,228,885,282148,153,39,35,35,308,39,46,147,687,407,280,397,28,165,1,7,772,53,92,2947
BIHAR,BHOJPUR,2720155,126756000,2473,94163,1136,918,140,222,224,211,228,885,282148,103,37,20,20,270,13,17,71,274,122,152,339,51,130,1,21,2173,43,190,278
BIHAR,BUXAR,1707643,126756000,1624,94163,1003,918,140,222,224,211,228,885,282148,8,9,1,1,5,3,8,1,186,16,170,4,1,1,1,1,28,1,1,15
BIHAR,DARBHANGA,3921971,126756000,2278,94163,1721,918,140,222,224,211,228,885,282148,79,137,27,27,112,15,34,55,149,27,122,181,18,55,1,16,482,18,65,285
BIHAR,EAST CHAMPARAN,5082868,126756000,3969,94163,1281,918,140,222,224,211,228,885,282148,46,12,8,8,94,4,14,29,160,30,130,103,7,17,1,3,647,24,37,252
BIHAR,GAYA,4379383,126756000,4978,94163,880,918,140,222,224,211,228,885,282148,91,94,73,73,274,13,32,62,400,176,224,229,106,86,1,32,1662,24,111,793
BIHAR,GOPALGANJ,2558037,126756000,2033,94163,1258,918,140,222,224,211,228,885,282148,13,1,1,1,16,3,4,3,166,8,158,1,2,5,1,1,34,1,1,71
BIHAR,JAMUI,1756078,126756000,3099,94163,567,918,140,222,224,211,228,885,282148,65,72,18,18,106,7,19,14,134,39,95,151,3,29,1,14,1151,12,41,374
BIHAR,JEHANABAD,1124176,126756000,1569,94163,1206,918,140,222,224,211,228,885,282148,39,1,32,32,144,8,6,51,150,51,99,174,39,10,1,2,227,19,50,507
BIHAR,KAIMUR,1626900,126756000,3363,94163,488,918,140,222,224,211,228,885,282148,40,86,13,13,78,7,13,26,107,26,81,141,10,48,1,6,290,10,55,285
BIHAR,KATIHAR,3068149,126756000,3056,94163,1004,918,140,222,224,211,228,885,282148,56,130,31,31,154,10,37,30,203,56,147,314,42,58,1,12,1102,15,46,97
BIHAR,KHAGARIA,1657599,126756000,1486,94163,1115,918,140,222,224,211,228,885,282148,77,71,31,31,382,19,20,102,427,111,316,454,20,30,3,5,2109,27,195,965
BIHAR,KISHANGANJ,1690948,126756000,1884,94163,898,918,140,222,224,211,228,885,282148,124,735,22,22,466,27,46,213,553,154,399,728,104,182,5,21,1468,67,156,3071
BIHAR,LAKHISARAI,1000717,126756000,1229,94163,815,918,140,222,224,211,228,885,282148,68,32,9,9,130,8,28,33,166,39,127,140,42,90,4,1,415,8,40,616
BIHAR,MADHEPURA,1994618,126756000,1787,94163,1116,918,140,222,224,211,228,885,282148,198,611,34,34,558,48,73,284,1469,751,718,427,28,292,1,8,2219,83,80,959
BIHAR,MADHUBANI,4476044,126756000,3501,94163,1279,918,140,222,224,211,228,885,282148,11,1,2,2,3,3,10,3,301,50,251,12,1,11,1,1,1,1,1,197
BIHAR,MUNGER,1359054,126756000,1419,94163,958,918,140,222,224,211,228,885,282148,114,75,11,11,226,6,16,67,269,82,187,174,41,220,1,14,2540,79,116,996
BIHAR,MUZAFFARPUR,4778610,126756000,3173,94163,1506,918,140,222,224,211,228,885,282148,47,95,2,2,42,2,8,17,60,17,43,119,11,41,1,4,637,10,64,293
BIHAR,NALANDA,2872523,126756000,2354,94163,1220,918,140,222,224,211,228,885,282148,82,30,18,18,178,5,18,52,187,70,117,261,61,102,1,12,602,29,13,1008
BIHAR,NAWADA,2216653,126756000,2492,94163,889,918,140,222,224,211,228,885,282148,356,86,49,49,752,38,119,552,3114,1503,1611,522,9,748,4,12,4157,97,377,2852
BIHAR,PATNA,5772804,126756000,3202,94163,1803,918,140,222,224,211,228,885,282148,11,9,2,2,16,6,9,1,777,59,718,11,2,13,1,1,13,3,2,201
BIHAR,PURNIA,3273127,126756000,3228,94163,1014,918,140,222,224,211,228,885,282148,97,228,39,39,284,16,17,68,171,60,111,175,109,143,1,137,2014,17,1,411
BIHAR,ROHTAS,2962593,126756000,3850,94163,763,918,140,222,224,211,228,885,282148,132,214,26,26,260,23,34,183,583,195,388,222,13,78,1,12,593,44,92,1083
BIHAR,SAHARSA,1897102,126756000,1702,94163,1125,918,140,222,224,211,228,885,282148,53,198,16,16,190,1,35,44,194,64,130,251,54,74,2,14,303,10,72,946
BIHAR,SAMASTIPUR,4254782,126756000,2905,94163,1465,918,140,222,224,211,228,885,282148,99,241,24,24,262,7,38,55,351,108,243,320,49,82,1,57,428,34,114,2607
BIHAR,SARAN,3943098,126756000,2641,94163,1493,918,140,222,224,211,228,885,282148,128,289,23,23,356,17,37,144,651,189,462,370,36,93,1,32,734,74,138,2142
BIHAR,SHEIKHPURA,634927,126756000,689,94163,922,918,140,222,224,211,228,885,282148,30,88,10,10,78,6,8,34,73,20,53,65,37,28,1,1,426,8,37,271
BIHAR,SHEOHAR,656916,126756000,443,94163,1882,918,140,222,224,211,228,885,282148,20,6,2,2,64,5,6,9,76,20,56,51,5,6,1,7,329,9,9,19
BIHAR,SITAMARHI,3419622,126756000,2199,94163,1491,918,140,222,224,211,228,885,282148,97,35,20,20,334,27,41,118,482,231,251,170,11,24,1,28,2047,30,100,419
BIHAR,SIWAN,3318176,126756000,2219,94163,1495,918,140,222,224,211,228,885,282148,112,55,20,20,386,8,33,108,430,203,227,379,14,154,1,4,75,64,101,2500
BIHAR,SUPAUL,2228397,126756000,2410,94163,919,918,140,222,224,211,228,885,282148,31,9,20,20,236,8,14,53,233,45,188,316,71,50,1,9,1243,15,79,256
BIHAR,VAISHALI,3495021,126756000,2036,94163,1717,918,140,222,224,211,228,885,282148,122,153,20,20,446,14,80,152,825,431,394,432,97,54,1,16,2088,62,196,417
BIHAR,WEST CHAMPARAN,3935042,126756000,5229,94163,753,918,140,222,224,211,228,885,282148,15,2,22,22,14,2,6,70,75,25,50,14,1,27,1,4,24,4,9,688
CHHATTISGARH,BALOD,826165,30180000,3527,135192,234,991,172,345,335,353,374,1406,408600,24,18,45,45,37,3,26,182,181,57,124,39,6,18,1,20,858,1,37,655
CHHATTISGARH,BALODA BAZAR,1305343,30180000,4748,135192,275,991,172,345,335,353,374,1406,408600,39,18,64,64,11,4,7,33,48,1,48,14,3,14,1,3,87,1,30,457
CHHATTISGARH,BALRAMPUR-RAMANUJGANJ,730491,30180000,3806,135192,190,991,172,345,335,353,374,1406,408600,12,15,24,24,38,1,8,57,105,35,70,19,1,16,1,6,30,3,29,826
CHHATTISGARH,BASTAR,834873,30180000,4030,135192,210,991,172,345,335,353,374,1406,408600,74,42,47,47,66,7,65,428,484,240,244,140,11,82,12,25,1612,10,95,1051
CHHATTISGARH,BEMETARA,795759,30180000,2855,135192,270,991,172,345,335,353,374,1406,408600,46,58,4,4,7,7,7,13,14,2,12,3,1,1,2,3,10,1,1,94
CHHATTISGARH,BIJAPUR,229832,30180000,6562,135192,35,991,172,345,335,353,374,1406,408600,40,12,7,7,3,3,1,17,16,4,12,7,1,5,1,7,16,1,5,175
CHHATTISGARH,BILASPUR,1961922,30180000,3508,135192,460,991,172,345,335,353,374,1406,408600,17,7,21,21,5,1,7,97,95,46,49,14,4,24,1,3,51,1,15,647
CHHATTISGARH,DANTEWADA,533638,30180000,3411,135192,59,991,172,345,335,353,374,1406,408600,52,44,91,91,110,1,32,377,793,362,431,31,17,125,1,21,165,9,111,5081
CHHATTISGARH,DHAMTARI,799199,30180000,2029,135192,394,991,172,345,335,353,374,1406,408600,13,13,19,19,12,2,5,53,75,20,55,18,2,12,1,6,267,1,6,255
CHHATTISGARH,DURG,1721726,30180000,2238,135192,770,991,172,345,335,353,374,1406,408600,3,1,2,2,14,1,2,3,196,10,186,1,1,2,1,1,9,1,2,56
CHHATTISGARH,GARIABAND,597653,30180000,5823,135192,103,991,172,345,335,353,374,1406,408600,42,22,36,36,22,1,9,76,81,48,33,27,3,18,3,21,455,1,8,506
CHHATTISGARH,GAURELA-PENDRA-MARWAHI,336420,30180000,2307,135192,150,991,172,345,335,353,374,1406,408600,51,16,33,33,42,2,32,236,379,188,191,123,14,50,1,23,1162,11,123,719
CHHATTISGARH,JANJGIR-CHAMPA,1620632,30180000,3848,135192,421,991,172,345,335,353,374,1406,408600,54,27,80,80,120,1,10,67,81,31,50,18,8,23,1,6,77,2,31,590
CHHATTISGARH,JASHPUR,852043,30180000,5825,135192,146,991,172,345,335,353,374,1406,408600,17,20,22,22,29,1,11,62,69,12,57,25,1,23,1,3,564,1,20,411
CHHATTISGARH,KABIRDHAM,584667,30180000,4237,135192,195,991,172,345,335,353,374,1406,408600,32,21,23,23,18,5,5,30,39,22,17,15,2,13,1,10,17,2,19,660
CHHATTISGARH,KANKER,748593,30180000,6513,135192,115,991,172,345,335,353,374,1406,408600,21,8,11,11,15,1,1,20,23,1,23,3,1,3,1,2,126,1,2,250
CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN-GANDAI,368444,30180000,-,135192,,991,172,345,335,353,374,1406,408600,44,9,43,43,32,1,8,114,180,87,93,33,9,41,4,11,692,4,42,749
CHHATTISGARH,KONDAGAON,578326,30180000,7768,135192,74,991,172,345,335,353,374,1406,408600,38,17,42,42,26,1,8,104,77,31,46,27,1,21,3,13,596,5,65,395
CHHATTISGARH,KORBA,1206563,30180000,6615,135192,183,991,172,345,335,353,374,1406,408600,33,9,28,28,76,1,15,144,174,64,110,51,7,38,3,9,98,4,33,1240
CHHATTISGARH,KOREA,659039,30180000,6578,135192,100,991,172,345,335,353,374,1406,408600,18,4,6,6,27,1,9,83,94,24,70,40,5,13,1,12,31,2,26,590
CHHATTISGARH,MAHASAMUND,1032275,30180000,4779,135192,216,991,172,345,335,353,374,1406,408600,12,20,5,5,12,11,1,7,7,2,5,1,1,5,1,7,26,1,1,57
CHHATTISGARH,MANENDRAGARH-CHIRMIRI-BHARATPUR,422248,30180000,1726,135192,,991,172,345,335,353,374,1406,408600,61,41,69,69,30,2,51,237,430,259,171,63,21,31,4,10,659,6,55,1002
